t_s,x_px,y_px,elevation
82.3,3035.44,391.62,190.0
82.4,3039.15,393.12,189.0
82.5,3042.86,394.61,189.0
82.6,3046.57,396.11,209.0
82.7,3050.28,397.6,237.0
82.8,3053.99,399.1,254.0
82.9,3057.7,400.59,236.0
83.0,3061.41,402.09,185.0
83.1,3065.12,403.58,223.0
83.2,3068.83,405.08,203.0
83.3,3072.54,406.57,190.0
83.4,3076.25,408.07,205.0
83.5,3079.96,409.56,152.0
83.6,3083.67,411.06,137.0
83.7,3087.38,412.55,139.0
83.8,3091.09,414.05,184.0
83.9,3094.8,415.54,178.0
84.0,3098.51,417.04,162.0
84.1,3102.22,418.53,138.0
84.2,3105.93,420.03,213.0
84.3,3109.64,421.52,240.0
84.4,3113.35,423.01,195.0
84.5,3117.06,424.51,120.0
84.6,3120.77,426.0,108.0
84.7,3124.48,427.5,106.0
84.8,3128.19,428.99,107.0
84.9,3131.9,430.49,101.0
85.0,3135.62,431.98,100.0
85.1,3139.33,433.48,100.0
85.2,3143.04,434.97,95.0
85.3,3146.75,436.47,96.0
85.4,3150.46,437.96,92.0
85.5,3154.17,439.46,84.0
85.6,3157.88,440.95,82.0
85.7,3161.59,442.45,79.0
85.8,3165.3,443.94,101.0
85.9,3169.01,445.44,182.0
86.0,3172.72,446.93,120.0
86.1,3176.43,448.43,174.0
86.2,3180.14,449.92,185.0
86.3,3183.85,451.42,154.0
86.4,3187.56,452.91,92.0
86.5,3191.27,454.41,95.0
86.6,3194.98,455.9,133.0
86.7,3198.69,457.4,186.0
86.8,3202.4,458.89,218.0
86.9,3206.11,460.39,168.0
87.0,3209.82,461.88,91.0
87.1,3213.53,463.38,94.0
87.2,3217.24,464.87,96.0
87.3,3220.95,466.37,98.0
87.4,3224.66,467.86,102.0
87.5,3228.37,469.35,102.0
87.6,3232.08,470.85,105.0
87.7,3235.79,472.34,102.0
87.8,3239.5,473.84,105.0
87.9,3243.21,475.33,107.0
88.0,3246.92,476.83,107.0
88.1,3250.63,478.32,102.0
88.2,3254.34,479.82,105.0
88.3,3258.05,481.31,103.0
88.4,3261.76,482.81,102.0
88.5,3265.47,484.3,97.0
88.6,3269.18,485.8,89.0
88.7,3272.89,487.29,99.0
88.8,3276.6,488.79,90.0
88.9,3280.31,490.28,89.0
89.0,3284.02,491.78,89.0
89.1,3287.73,493.27,99.0
89.2,3291.44,494.77,95.0
89.3,3295.15,496.26,91.0
89.4,3298.86,497.76,106.0
89.5,3302.57,499.25,83.0
89.6,3306.28,500.75,75.0
89.7,3309.99,502.24,77.0
89.8,3313.7,503.74,191.0
89.9,3317.41,505.23,254.0
90.0,3321.12,506.73,144.0
90.1,3324.83,508.22,152.0
90.2,3328.54,509.72,160.0
90.3,3332.25,511.21,37.0
90.4,3335.96,512.71,36.0
90.5,3339.68,514.2,34.0
90.6,3343.39,515.69,42.0
90.7,3347.1,517.19,28.0
90.8,3350.81,518.68,121.0
90.9,3354.52,520.18,153.0
91.0,3358.23,521.67,87.0
91.1,3361.94,523.17,124.0
91.2,3365.65,524.66,141.0
91.3,3369.36,526.16,146.0
91.4,3373.07,527.65,77.0
91.5,3376.78,529.15,64.0
91.6,3380.49,530.64,67.0
91.7,3384.2,532.14,80.0
91.8,3387.91,533.63,94.0
91.9,3391.62,535.13,118.0
92.0,3395.33,536.62,79.0
92.1,3399.04,538.12,82.0
92.2,3402.75,539.61,90.0
92.3,3406.46,541.11,86.0
92.4,3410.17,542.6,83.0
92.5,3413.88,544.1,87.0
92.6,3417.59,545.59,92.0
92.7,3421.3,547.09,91.0
92.8,3425.01,548.58,95.0
92.9,3428.72,550.08,98.0
93.0,3432.43,551.57,105.0
93.1,3436.14,553.07,99.0
93.2,3439.85,554.56,105.0
93.3,3443.56,556.06,109.0
93.4,3447.27,557.55,107.0
93.5,3450.98,559.05,102.0
93.6,3454.69,560.54,106.0
93.7,3458.4,562.04,106.0
93.8,3462.11,563.53,107.0
93.9,3465.82,565.02,152.0
94.0,3469.53,566.52,248.0
94.1,3473.24,568.01,242.0
94.2,3476.95,569.51,253.0
94.3,3480.66,571.0,224.0
94.4,3484.37,572.5,239.0
94.5,3488.08,573.99,253.0
94.6,3491.79,575.49,250.0
94.7,3495.5,576.98,228.0
94.8,3499.21,578.48,200.0
94.9,3502.92,579.97,180.0
95.0,3506.63,581.47,164.0
95.1,3510.34,582.96,181.0
95.2,3514.05,584.46,158.0
95.3,3517.76,585.95,178.0
95.4,3521.47,587.45,194.0
95.5,3525.18,588.94,239.0
95.6,3528.89,590.44,220.0
95.7,3532.6,591.93,222.0
95.8,3536.31,593.43,242.0
95.9,3540.02,594.92,233.0
96.0,3543.74,596.42,234.0
96.1,3547.45,597.91,248.0
96.2,3551.16,599.41,228.0
96.3,3554.87,600.9,249.0
96.4,3558.58,602.4,233.0
96.5,3562.29,603.89,250.0
96.6,3566.0,605.39,243.0
96.7,3569.71,606.88,254.0
96.8,3573.42,608.38,240.0
96.9,3577.13,609.87,230.0
97.0,3580.84,611.36,228.0
97.1,3584.55,612.86,234.0
97.2,3588.26,614.35,243.0
97.3,3591.97,615.85,243.0
97.4,3595.68,617.34,227.0
97.5,3599.39,618.84,161.0
97.6,3603.1,620.33,191.0
97.7,3606.81,621.83,239.0
97.8,3610.52,623.32,250.0
97.9,3614.23,624.82,248.0
98.0,3617.94,626.31,250.0
98.1,3621.65,627.81,243.0
98.2,3625.36,629.3,248.0
98.3,3629.07,630.8,252.0
98.4,3632.78,632.29,253.0
98.5,3636.49,633.79,253.0
98.6,3640.2,635.28,251.0
98.7,3643.91,636.78,254.0
98.8,3647.62,638.27,253.0
98.9,3651.33,639.77,221.0
99.0,3655.04,641.26,184.0
99.1,3658.75,642.76,251.0
99.2,3662.46,644.25,250.0
99.3,3666.17,645.75,246.0
99.4,3669.88,647.24,245.0
99.5,3673.59,648.74,246.0
99.6,3677.3,650.23,245.0
99.7,3681.01,651.73,247.0
99.8,3684.72,653.22,246.0
99.9,3688.43,654.72,243.0
100.0,3692.14,656.21,243.0
100.1,3695.85,657.7,243.0
100.2,3699.56,659.2,244.0
100.3,3703.27,660.69,242.0
100.4,3706.98,662.19,241.0
100.5,3710.69,663.68,243.0
100.6,3714.4,665.18,242.0
100.7,3718.11,666.67,242.0
100.8,3721.82,668.17,241.0
100.9,3725.53,669.66,227.0
101.0,3729.24,671.16,231.0
101.1,3732.95,672.65,243.0
101.2,3736.66,674.15,242.0
101.3,3740.37,675.64,240.0
101.4,3744.08,677.14,240.0
101.5,3747.8,678.63,240.0
101.6,3751.51,680.13,243.0
101.7,3755.22,681.62,242.0
101.8,3758.93,683.12,242.0
101.9,3762.64,684.61,240.0
102.0,3766.35,686.11,241.0
102.1,3770.06,687.6,240.0
102.2,3773.77,689.1,242.0
102.3,3777.48,690.59,241.0
102.4,3781.19,692.09,241.0
102.5,3784.9,693.58,243.0
102.6,3788.61,695.08,243.0
102.7,3792.32,696.57,243.0
102.8,3796.03,698.07,245.0
102.9,3799.74,699.56,243.0
103.0,3803.45,701.06,249.0
103.1,3807.16,702.55,244.0
103.2,3810.87,704.04,242.0
103.3,3814.58,705.54,241.0
103.4,3818.29,707.03,242.0
103.5,3822.0,708.53,243.0
103.6,3825.71,710.02,241.0
103.7,3829.42,711.52,239.0
103.8,3833.13,713.01,238.0
103.9,3836.84,714.51,241.0
104.0,3840.55,716.0,239.0
104.1,3844.26,717.5,237.0
104.2,3847.97,718.99,210.0
104.3,3851.68,720.49,135.0
104.4,3855.39,721.98,148.0
104.5,3859.1,723.48,167.0
104.6,3862.81,724.97,137.0
104.7,3866.52,726.47,166.0
104.8,3870.23,727.96,228.0
104.9,3873.94,729.46,231.0
105.0,3877.65,730.95,230.0
105.1,3881.36,732.45,221.0
105.2,3885.07,733.94,216.0
105.3,3888.78,735.44,232.0
105.4,3892.49,736.93,232.0
105.5,3896.2,738.43,235.0
105.6,3899.91,739.92,237.0
105.7,3903.62,741.42,234.0
105.8,3907.33,742.91,234.0
105.9,3911.04,744.41,232.0
106.0,3914.75,745.9,231.0
106.1,3915.0,746.0,231.0
